config,model,chunking,search,grounding,id,tier,discriminator,lang,source,expected_behavior,expected_answer,query,rag_answer,no_rag_answer,retrieved_docs,retrieval_hit,answer_correct,abstained,hallucinated,faithful
exp3_hyde,exaone3.5,fixed,hyde,1,T1,1,RAG_gap + cross_lingual,en,01_kpop_demon_hunters,answer_from_corpus,2026 Golden Globe Best Original Song; 2026 Golden Globe Best Animated Feature; 2026 Academy Award Best Animated Feature; 2026 Academy Award Best Original Song. (골든글로브 주제가상·장편애니메이션상 + 아카데미 장편애니메이션상·주제가상),What awards did KPop Demon Hunters win in 2026?,"The document does not state any awards that ""KPop Demon Hunters"" won in 2026.","As of my last update in 2023, there is no widely recognized information about an entity called ""KPop Demon Hunters"" winning specific awards in 2026, particularly within the realm of K-pop entertainment. Awards in the K-pop industry vary widely each year and typically involve established groups, artists, and industry figures rather than abstract concepts or fictional entities like ""KPop Demon Hunters.""  If ""KPop Demon Hunters"" refers to a specific group, project, or concept within the K-pop industry that emerged after my last update, details about their awards would be contingent upon their actual activities and achievements post-2023. For the most accurate and current information, checking recent entertainment news sources or official announcements from relevant K-pop organizations would be advisable.",01_kpop_demon_hunters|01_kpop_demon_hunters|01_kpop_demon_hunters,1,,,,
exp3_hyde,exaone3.5,fixed,hyde,1,T1,1,RAG_gap + cross_lingual,ko,01_kpop_demon_hunters,answer_from_corpus,2026 Golden Globe Best Original Song; 2026 Golden Globe Best Animated Feature; 2026 Academy Award Best Animated Feature; 2026 Academy Award Best Original Song. (골든글로브 주제가상·장편애니메이션상 + 아카데미 장편애니메이션상·주제가상),〈케이팝 데몬 헌터스〉가 2026년에 받은 상은?,문서는 〈케이팝 데몬 헌터스〉가 2026년에 받은 상에 대한 정보를 제공하지 않습니다. 따라서 이 질문에 대한 답변을 제공할 수 없습니다.,"죄송합니다, 하지만 현재까지 ""케이팝 데몬 헌터스"" (K-pop Demon Hunters)라는 그룹이나 작품에 대한 구체적인 정보, 특히 2026년에 받은 상에 대한 공식 기록을 확인할 수 없습니다. 이는 가상의 예시일 수도 있고, 실제 존재하는 작품이나 그룹일 경우, 최신 업데이트된 데이터베이스나 공식 출처를 통해 확인해 보시는 것이 가장 정확할 것입니다. 만약 추가 정보나 다른 질문이 있으시다면 도와드리겠습니다.",02_bts|07_K-pop|07_K-pop,0,,,,
exp3_hyde,exaone3.5,fixed,hyde,1,T2,1,RAG_gap,ko,02_bts,answer_from_corpus,정규 5집 《ARIRANG(아리랑)》 / 2026-03-20,방탄소년단이 2026년에 발매한 정규 앨범의 이름과 발매일은?,"문서는 방탄소년단의 2026년 정규 앨범 이름과 발매일에 대한 정보를 제공하지 않습니다. 따라서 이 질문에 대한 답변을 제공할 수 없습니다. 문서는 방탄소년단의 역사, 소속사 정보, 그리고 케이팝 산업에 대한 논의를 다루고 있지만, 미래의 앨범 정보는 포함하고 있지 않습니다.",현재까지 공식적으로 방탄소년단(BTS)의 2026년 정규 앨범에 대한 정확한 정보는 공개되지 않았습니다. 앨범 제목과 정확한 발매일은 향후 공식 발표를 통해 확인하실 수 있습니다. 방탄소년단의 공식 채널이나 소속사의 공지를 지켜보시는 것이 가장 정확한 정보를 얻는 방법일 것입니다. 혹시 최신 뉴스나 공식 발표가 있으시다면 공유해 주시면 더 정확한 정보를 제공해 드릴 수 있습니다.,02_bts|07_K-pop|07_K-pop,1,,,,
exp3_hyde,exaone3.5,fixed,hyde,1,T3,1,RAG_gap,en,03_blackpink,answer_from_corpus,"February 27 — mini-album 3 'DEADLINE' (2월 27일, 미니 3집 'DEADLINE').","On which date did BLACKPINK release their new album, and what is its name?","블랙핑크는 2018년 3월 28일에 《Re: BLACKPINK》라는 이름의 일본 데뷔 앨범의 패키지 앨범을 발매했습니다. 또한, 그 해 6월 15일에 첫 미니 앨범 《SQUARE UP》을 발매했습니다. 질문에 정확히 답하자면:  - 날짜: 2018년 6월 15일 - 앨범 이름: 《SQUARE UP》 (첫 번째 실물 앨범)   그리고 일본 데뷔 앨범 《BLACKPINK》는 2017년 8월 30일에 발매되었지만, 질문에서 언급된 ""새로운 앨범""에 대한 명확한 정보는 2018년 6월 15일의 《SQUARE UP》을 가리키는 것으로 보입니다.","BLACKPINK released their album ""**The Album**"" on **June 29, 2023**.",03_blackpink|03_blackpink|03_blackpink,1,,,,
exp3_hyde,exaone3.5,fixed,hyde,1,T4,1,RAG_gap,ko,04_squid_game,answer_from_corpus,시즌1: 2021-09-17 / 시즌2: 2024-12-26 / 시즌3: 2025-06-27,"〈오징어 게임〉 시즌1, 시즌2, 시즌3의 방송(공개) 날짜는?",문서는 〈오징어 게임〉의 시즌별 방송 날짜에 대한 정보를 제공하지 않습니다. 따라서 이 질문에 대한 답변을 제공할 수 없습니다. 문서는 주로 음악 장르의 변화와 영화 제작 관련 내용에 초점을 맞추고 있습니다.,"""오징어 게임""의 각 시즌 방송 날짜는 다음과 같습니다:  * **시즌 1:**      * **넷플릭스 공개:** 2021년 9월 17일     * **한국 방송 시작:** 2021년 9월 17일 (넷플릭스 동시 방영)  * **시즌 2:**      * **넷플릭스 공개:** 2022년 9월 23일     * **한국 방송 시작:** 2022년 9월 23일 (넷플릭스 동시 방영)  * **시즌 3:**      * **넷플릭스 공개:** 2023년 9월 6일     * **한국 방송 시작:** 2023년 9월 6일 (넷플릭스 동시 방영)  모두 넷플릭스를 통해 전 세계에 동시 공개되었습니다.",07_K-pop|05_parasite|07_K-pop,0,,,,
exp3_hyde,exaone3.5,fixed,hyde,1,X1,2,cross_lingual (lexical gap: Korean Wave <-> 한류),en,06_Hallyu,answer_from_corpus,"한류(韓流, Korean Wave, Hallyu): 대한민국의 대중문화를 포함한 한국 관련 것들이 한국 이외의 나라에서 인기를 얻는 현상. '한류'는 1990년대 한국 문화의 영향력이 타국에서 급성장하며 등장한 신조어.",What does the term 'Korean Wave' refer to?,"'Korean Wave' (한류) refers to the phenomenon where elements of South Korea's popular culture, including its mainstream culture beyond just entertainment, gain popularity in countries outside of Korea.","The term ""Korean Wave,"" also known as **Hallyu** in Korean, refers to the **growing global popularity and influence of South Korean culture, particularly in music (K-pop), entertainment (drama), film, fashion, and gaming**.   It describes how South Korean cultural products have gained significant traction and fandom worldwide, creating a distinct cultural phenomenon beyond Korea's borders.   Key aspects include:  * **Cultural Export:** Successful export of Korean entertainment and lifestyle trends to international markets. * **Fan Communities:** The emergence of large, passionate fan bases globally for Korean celebrities and content. * **Soft Power:** Enhancement of South Korea's soft power through its cultural influence and diplomacy.   The Korean Wave exemplifies how cultural exports can reshape global perceptions and preferences.",06_Hallyu|06_Hallyu|06_Hallyu,1,,,,
exp3_hyde,exaone3.5,fixed,hyde,1,X1,2,cross_lingual (lexical gap: Korean Wave <-> 한류),ko,06_Hallyu,answer_from_corpus,"한류(韓流, Korean Wave, Hallyu): 대한민국의 대중문화를 포함한 한국 관련 것들이 한국 이외의 나라에서 인기를 얻는 현상. '한류'는 1990년대 한국 문화의 영향력이 타국에서 급성장하며 등장한 신조어.",'한류'란 무엇을 가리키나?,"주어진 맥락에서는 '한류'가 한국 대중음악의 해외 진출 현상을 가리키는 것으로 설명되어 있습니다. 특히 1998년 이후 본격적으로 대한민국의 대중음악이 해외로 진출하면서 나타난 현상을 현재의 한류로 볼 수 있다고 언급하고 있습니다. 초기에는 특정한 용어로 널리 사용되지는 않았지만, 대만에서는 '하일한류', 중국에서는 '일진한류'와 같은 표현이 사용되기도 했다고 합니다. 이는 한국 문화의 해외 확산을 의미하는 개념입니다. 그러나 주의할 점은 주어진 맥락의 후반부는 주로 이야기 속 캐릭터와 배경에 대한 설명으로, 한류의 정의와는 직접적으로 관련이 없습니다. 따라서 주요 질문에 대한 답변은 한국 대중문화, 특히 음악의 해외적 인기와 확산을 지칭한다고 정리할 수 있습니다.","'한류'는 **한국 문화의 전 세계적인 인기 현상**을 의미합니다.   특히 **음악, 드라마, 영화, 뷰티, 패션 등** 한국에서 탄생한 콘텐츠와 트렌드가 아시아를 넘어 북미, 유럽 등 전 세계적으로 큰 관심과 사랑을 받는 것을 지칭합니다.   LG AI Research에서 개발한 EXAONE과 같은 첨단 기술 또한 이러한 한류 트렌드를 더욱 확산시키는 데 기여하고 있습니다.   예를 들어, EXAONE은 한국어 처리 능력을 통해 한국 콘텐츠를 더 효과적으로 제작하고 전파하는 데 도움을 줄 수 있습니다.",01_kpop_demon_hunters|06_Hallyu|01_kpop_demon_hunters,1,,,,
exp3_hyde,exaone3.5,fixed,hyde,1,X2,2,cross_lingual (transliteration gap: Palme d'Or <-> 황금종려상),en,05_parasite,answer_from_corpus,"황금종려상 (Palme d'Or, 2019).",Which top prize did Parasite win at the Cannes Film Festival?,Parasite won the Palme d'Or at the Cannes Film Festival.,"Parasite won the **Palme d'Or**, the top prize, at the Cannes Film Festival in 2019.",05_parasite|05_parasite|05_parasite,1,,,,
exp3_hyde,exaone3.5,fixed,hyde,1,X2,2,cross_lingual (transliteration gap: Palme d'Or <-> 황금종려상),ko,05_parasite,answer_from_corpus,"황금종려상 (Palme d'Or, 2019).",〈기생충〉이 칸 영화제에서 받은 최고상은?,"The document does not state what award ""<기생충>"" received at the Cannes Film Festival.","영화 〈기생충〉은 칸 영화제에서 **황금종려상**을 수상했습니다. 이는 영화제의 최고 영예로, 한국 영화사상 최초로 이 상을 받은 작품입니다.",05_parasite|05_parasite|01_kpop_demon_hunters,1,,,,
exp3_hyde,exaone3.5,fixed,hyde,1,X3,2,cross_lingual (no cognate -> pure semantic: barrier <-> 혼문),en,01_kpop_demon_hunters,answer_from_corpus,혼문 (Honmoon).,What is the name of the magical barrier that seals demons away in KPop Demon Hunters?,The document does not state the name of the magical barrier that seals demons away in KPop Demon Hunters.,"In the context of ""KPop Demon Hunters,"" which appears to be a fictional or creative concept rather than an officially named series or game, there isn't a widely recognized or officially documented magical barrier by name specifically associated with sealing demons. If such a concept exists within a particular story, fan fiction, or localized adaptation, it might be referred to by a name created for that specific narrative.  For accurate information, you might want to refer to any official materials or communities dedicated to this content where creators or enthusiasts might provide details about specific magical elements or barriers used within their storyline. If you have a specific source or context in mind, sharing that could help in providing a more precise answer!",01_kpop_demon_hunters|01_kpop_demon_hunters|01_kpop_demon_hunters,1,,,,
exp3_hyde,exaone3.5,fixed,hyde,1,X3,2,cross_lingual (no cognate -> pure semantic: barrier <-> 혼문),ko,01_kpop_demon_hunters,answer_from_corpus,혼문 (Honmoon).,〈케데헌〉에서 악마를 봉인하는 결계의 이름은?,문서는 〈케데헌〉에서 악마를 봉인하는 결계의 이름에 대해 언급하고 있지 않습니다. 따라서 이 질문에 대한 답변을 제공할 수 없습니다.,"""케데헌""이라는 작품에 대한 특정 정보를 직접적으로 확인한 바가 없어 정확한 결계 이름을 말씀드리기 어렵습니다. 만약 이 작품이 특정 판타지 소설이나 애니메이션에서 나온 내용이라면, 결계의 이름은 작가나 창작자에 따라 다르게 설정될 수 있습니다.  더 정확한 답변을 위해서는 작품의 제목이나 추가적인 맥락 정보가 필요합니다. 혹시 작품의 다른 세부 사항이나 설정에 대해 아시는 부분이 있다면 함께 공유해 주시면 도움이 될 것 같습니다. 만약 이 질문이 특정 커뮤니티나 컨텍스트에서 나온 것이라면, 그곳에서 공유된 정보를 다시 확인해 보시는 것도 좋은 방법일 수 있습니다.",05_parasite|01_kpop_demon_hunters|05_parasite,1,,,,
exp3_hyde,exaone3.5,fixed,hyde,1,G1,3,grounding (unanswerable),en,01_kpop_demon_hunters,abstain_unanswerable,Not stated in the article — the model should say the information is not in the document (no hallucinated number). [VERIFY budget is truly absent from 01],"According to the article, what was the production budget of KPop Demon Hunters?",The document does not state the production budget of KPop Demon Hunters.,"I apologize, but without specific details or direct access to the article you're referring to about ""KPop Demon Hunters,"" I cannot provide the exact production budget mentioned in it. Could you please provide more details or context from the article, such as specific quotes or sections discussing the budget? That way, I can assist you more accurately. If you have additional information, feel free to share!",01_kpop_demon_hunters|01_kpop_demon_hunters|01_kpop_demon_hunters,1,,,,
exp3_hyde,exaone3.5,fixed,hyde,1,G2,3,grounding (false premise),ko,01_kpop_demon_hunters,flag_false_premise,전제 오류 — 헌트릭스는 2025년 영화 속 가공의 그룹이라 그런 실제 앨범은 존재하지 않음. 모델은 이를 지적/기권해야 함(허구 제목 생성 시 환각).,헌트릭스(HUNTR/X)가 2024년에 발표한 세 번째 정규 앨범의 제목은?,"이 문서는 HUNTR/X의 앨범 발매 정보를 포함하고 있지 않습니다. 따라서 HUNTR/X가 2024년에 발표한 세 번째 정규 앨범의 제목에 대해서는 문서에서 제공된 정보로는 답할 수 없습니다. 문서는 HUNTR/X에 대한 언급이 있지만, 구체적인 앨범 정보는 포함하고 있지 않습니다.","죄송합니다, 하지만 현재 제 데이터베이스에는 헌트릭스(HUNTR/X)의 2024년 세 번째 정규 앨범 제목에 대한 정보가 포함되어 있지 않습니다. 최신 정보를 제공해 드리려면 해당 아티스트나 공식 음악 플랫폼을 통해 확인하시는 것이 가장 정확할 것입니다. 혹시 다른 관련 정보를 제공해 주시면 더 도와드릴 수 있을 것 같습니다.",01_kpop_demon_hunters|01_kpop_demon_hunters|01_kpop_demon_hunters,1,,,,
exp3_hyde,exaone3.5,fixed,hyde,1,G3,3,"grounding + RAG_gap (specific place, hallucination-prone)",en,02_bts,answer_from_corpus,Gwanghwamun Square (광화문 광장).,Where does BTS hold their comeback concert in March 2026?,The document does not state where BTS will hold their comeback concert in March 2026.,"As an AI, I don't have real-time or predictive capabilities to provide specific details about future events like BTS's comeback concert in March 2026. Concert locations and dates for future events are typically announced closer to the scheduled date by official sources such as the artists' management or record labels.  To get accurate information about BTS's potential comeback concert in March 2026, I recommend checking their official social media accounts, websites, or fan communities closer to that time frame. These sources will provide the most reliable and up-to-date details.",02_bts|02_bts|02_bts,1,,,,
exp3_hyde,exaone3.5,fixed,hyde,1,G4,3,grounding (single-document attribution),ko,06_Hallyu,answer_from_single_doc,[FILL — 06_Hallyu 본문이 실제로 드는 예시 2개로 확정. 본문에 없는 사례를 대면 환각.],〈한류〉 문서가 직접 언급하는 한류의 구체적 예시 두 가지를 들어라.,한류의 구체적 예시 두 가지는 다음과 같습니다:  1. **대만에서의 '하일한류 (夏⽇韓流 샤르한류)'**: 여름에 불어오는 한국 바람이라는 의미로 사용되었습니다. 2. **중국에서의 '일진한류 (⼀陣韓流 이전한류)'**: 한 바탕의 한류를 뜻하는 표현으로 사용되었습니다.,"""한류"" 문서에 대한 직접적인 내용을 확인하지는 못했지만, 일반적으로 한류를 설명할 때 자주 언급되는 구체적인 예시 두 가지는 다음과 같습니다:  1. **K-pop 음악**: 방탄소년단 (BTS), 블랙핑크 (BLACKPINK), EXO 등 세계적으로 인기 있는 걸그룹과 보이그룹들의 활동과 글로벌 팬덤 확장을 들 수 있습니다. 이들은 음악 차트 상위권 진입, 세계 투어, 그리고 다수의 음악 어워드 수상으로 한류의 중심을 이루고 있습니다.  2. **드라마**: 드라마 '태양의 후예'와 '겨울연가'는 한국 드라마의 해외 인기를 상징적으로 보여줍니다. 특히 '겨울연가'는 아시아 전역에서 '겨울 드라마 열풍'을 일으키며 한류의 초기 확산에 큰 역할을 했습니다. 최근에는 '사랑의 불시착', '이태원 클라쓰' 등이 글로벌 시청자들에게 호평을 받으며 한류 드라마의 지속적인 영향력을 입증하고 있습니다.  이러한 예시들은 한류가 문화 콘텐츠의 다양한 분야에서 어떻게 글로벌 영향력을 발휘하고 있는지를 잘 보여줍니다. 만약 특정 ""한류"" 문서의 내용이 필요하다면, 문서의 구체적인 내용을 공유해 주시면 더욱 정확한 답변을 드릴 수 있습니다.",05_parasite|06_Hallyu|01_kpop_demon_hunters,1,,,,
exp3_hyde,exaone3.5,fixed,hyde,1,M1,4,retrieval (k>=2) + cross_lingual,en,02_bts + 03_blackpink,answer_from_corpus,"BTS: 2013, Big Hit (빅히트); BLACKPINK: 2016, YG Entertainment.",Compare the debut years and agencies of BTS and BLACKPINK in one sentence.,"BTS debuted with Big Hit Entertainment in 2013 (implied from context provided), while BLACKPINK debuted in 2016 under YG Entertainment based on the given information.   *Note: The exact debut year for BTS wasn't directly stated in the provided context, but given their significant rise mentioned alongside BLACKPINK's timeline, 2013 is inferred as a plausible year based on general knowledge not explicitly contradicted here. For precise comparison relying solely on context, it would be: BLACKPINK debuted in 2016 under YG Entertainment, whereas specific debut details for BTS beyond 2016 are not provided.*   Given strict adherence to provided context: BTS debuted after 2016 under Big Hit Entertainment, while BLACKPINK debuted in 2016 under YG Entertainment.","BTS debuted in 2013 under Big Hit Labels (now HYBE Corporation), while BLACKPINK debuted in 2016 under YG Entertainment.",02_bts|02_bts|03_blackpink,1,,,,
exp3_hyde,exaone3.5,fixed,hyde,1,M1,4,retrieval (k>=2) + cross_lingual,ko,02_bts + 03_blackpink,answer_from_corpus,"BTS: 2013, Big Hit (빅히트); BLACKPINK: 2016, YG Entertainment.",BTS와 블랙핑크의 데뷔 연도와 소속사를 한 문장으로 비교하라.,"블랙핑크는 2016년에 YG 엔터테인먼트 소속으로 데뷔하였고, 문맥에서 BTS의 데뷔 연도와 소속사에 대한 정보는 제공되지 않았습니다.","BTS는 2013년에 빅히트 엔터테인먼트(현재 HYBE)로 데뷔했고, 블랙핑크는 2016년에 YG 엔터테인먼트에 의해 데뷔했습니다.",03_blackpink|03_blackpink|03_blackpink,1,,,,
exp3_hyde,exaone3.5,fixed,hyde,1,M2,4,"retrieval (MMR diversity, multi-doc)",en,02_bts + 04_squid_game + 05_parasite + 07_K-pop,answer_from_corpus,Music (K-pop): BTS/BLACKPINK; Film: Parasite/KPop Demon Hunters; TV drama: Squid Game.,"List three different forms of Korean culture in this corpus, each with one example.","Here are three different forms of Korean culture from the provided text, each with an example:  1. **Entertainment (K-pop):**  소녀시대 윤아 2. **Food:** 떡볶이 3. **Film/Television:** 기생충의 화장실 (This refers to a scene or element from the film ""Parasite"")","Please provide me with the corpus you are referring to so I can accurately identify three different forms of Korean culture within it, along with examples for each.   Once you share the corpus, I'll be happy to help! 😊",06_Hallyu|07_K-pop|06_Hallyu,1,,,,
exp3_hyde,exaone3.5,fixed,hyde,1,M3,4,retrieval + RAG_gap + multi-hop (hardest),en,01_kpop_demon_hunters + 06_Hallyu,answer_from_corpus,"It exemplifies the Korean Wave (한류) — the global spread of Korean culture; another corpus example: Parasite, Squid Game, or BTS.","KPop Demon Hunters won an Academy Award in 2026. According to the 한류 (Korean Wave) article, what broader phenomenon does such international recognition exemplify, and name one other example of it from the corpus.","The provided context does not contain information about KPop Demon Hunters winning an Academy Award in 2026 or details about broader phenomena exemplified by such international recognition within 한류 (Korean Wave). Therefore, based solely on the given context, it cannot be answered how this hypothetical achievement exemplifies a broader phenomenon or provide another example from the corpus related to that phenomenon.  The document does not state this information.","The international recognition of ""KPop Demon Hunters"" winning an Academy Award in 2026 exemplifies the broader phenomenon of **Hallyu** (Korean Wave), which refers to the global spread and influence of Korean popular culture beyond its borders. This phenomenon showcases how Korean music, entertainment, fashion, and other cultural products are gaining significant traction and appreciation worldwide, breaking cultural barriers and achieving mainstream success internationally.  One other example from the corpus that illustrates Hallyu would be the global success of **BTS (Bangtan Sonyeondan)**. BTS has not only achieved massive popularity across continents but also made significant cultural impacts, winning numerous MTV Video Music Awards, Grammy Awards, and consistently ranking high on global music charts, demonstrating the expansive reach and influence of Korean artists beyond traditional K-pop boundaries.",01_kpop_demon_hunters|01_kpop_demon_hunters|01_kpop_demon_hunters,1,,,,
exp4_weakmodel,llama3,fixed,similarity,1,T1,1,RAG_gap + cross_lingual,en,01_kpop_demon_hunters,answer_from_corpus,2026 Golden Globe Best Original Song; 2026 Golden Globe Best Animated Feature; 2026 Academy Award Best Animated Feature; 2026 Academy Award Best Original Song. (골든글로브 주제가상·장편애니메이션상 + 아카데미 장편애니메이션상·주제가상),What awards did KPop Demon Hunters win in 2026?,The document does not state it.,"I think there may be some confusion here! As a friendly AI, I need to inform you that there is no such group as ""KPop Demon Hunters"" and therefore, they didn't win any awards in 2026 or any other year. K-Pop groups are popular Korean pop music artists, and I'm not aware of any group with this specific name.  If you meant to ask about a different group, please feel free to ask again!",01_kpop_demon_hunters|01_kpop_demon_hunters|01_kpop_demon_hunters,1,,,,
exp4_weakmodel,llama3,fixed,similarity,1,T1,1,RAG_gap + cross_lingual,ko,01_kpop_demon_hunters,answer_from_corpus,2026 Golden Globe Best Original Song; 2026 Golden Globe Best Animated Feature; 2026 Academy Award Best Animated Feature; 2026 Academy Award Best Original Song. (골든글로브 주제가상·장편애니메이션상 + 아카데미 장편애니메이션상·주제가상),〈케이팝 데몬 헌터스〉가 2026년에 받은 상은?,"The document does not state it. The context only discusses the popularity of K-pop, the struggles of entertainment agencies, and the decline of streaming rates in Japan. It does not mention ""케이팝 데몬 헌터스"" or any awards received by this group in 2026.","I'm not aware of any information about a group called ""K-Pop Demon Hunters"" receiving an award in 2026. It's possible that this is a fictional or non-existent group, or the award may not have been publicly announced yet.  If you could provide more context or clarify which award you're referring to, I'd be happy to try and help you find the answer.",07_K-pop|07_K-pop|05_parasite,0,,,,
exp4_weakmodel,llama3,fixed,similarity,1,T2,1,RAG_gap,ko,02_bts,answer_from_corpus,정규 5집 《ARIRANG(아리랑)》 / 2026-03-20,방탄소년단이 2026년에 발매한 정규 앨범의 이름과 발매일은?,"The document does not state it. The context only mentions BTS's awards and performances, but does not mention any album releases in 2026.","I'm afraid you're asking me about the future! 😅 As of now, BTS (방탄소년단) has not announced any information about their next regular album for 2026.  However, I can give you some context. BTS is known for releasing new music regularly, and they have been actively touring and promoting their music globally. They often surprise their fans with sudden comebacks or unexpected releases, so it's possible that they might drop a new album in the future.  But since we're talking about 2026, which is still three years away, it's hard to predict exactly when and if BTS will release a new regular album at that time. I'll make sure to keep an eye on their official updates and announcements, though! 🎉",01_kpop_demon_hunters|02_bts|04_squid_game,1,,,,
exp4_weakmodel,llama3,fixed,similarity,1,T3,1,RAG_gap,en,03_blackpink,answer_from_corpus,"February 27 — mini-album 3 'DEADLINE' (2월 27일, 미니 3집 'DEADLINE').","On which date did BLACKPINK release their new album, and what is its name?","The document does not state the date or name of a new album. It only mentions previous albums and singles, but does not provide information about future releases.","I'm happy to help! However, I need to clarify that BLACKPINK has not released a new album recently. Their latest EP, ""The Album"", was released on October 2, 2020.  If you're looking for information about upcoming releases or any specific album by BLACKPINK, please let me know and I'll do my best to provide you with the most up-to-date information!",03_blackpink|03_blackpink|03_blackpink,1,,,,
exp4_weakmodel,llama3,fixed,similarity,1,T4,1,RAG_gap,ko,04_squid_game,answer_from_corpus,시즌1: 2021-09-17 / 시즌2: 2024-12-26 / 시즌3: 2025-06-27,"〈오징어 게임〉 시즌1, 시즌2, 시즌3의 방송(공개) 날짜는?","The document does not state the broadcast dates for 〈오징어 게임〉 seasons 1, 2, and 3. The provided context only discusses K-pop music and its characteristics, but does not mention the specific TV show or drama series ""〈오징어 게임〉"".","A popular Korean drama! 😊  Here are the broadcast dates for ""All of Us Are Dead"" (original title: ) seasons 1, 2, and 3:  * Season 1: February 4, 2022 - March 12, 2022 (16 episodes) * Season 2: June 25, 2022 - July 30, 2022 (10 episodes) * Season 3: Not applicable, as there is no third season announced or released yet.",01_kpop_demon_hunters|07_K-pop|07_K-pop,0,,,,
exp4_weakmodel,llama3,fixed,similarity,1,X1,2,cross_lingual (lexical gap: Korean Wave <-> 한류),en,06_Hallyu,answer_from_corpus,"한류(韓流, Korean Wave, Hallyu): 대한민국의 대중문화를 포함한 한국 관련 것들이 한국 이외의 나라에서 인기를 얻는 현상. '한류'는 1990년대 한국 문화의 영향력이 타국에서 급성장하며 등장한 신조어.",What does the term 'Korean Wave' refer to?,"The document states that the term ""한류"" (Hallyu) or ""Korean Wave"", refers to the phenomenon of Korean popular culture, including dramas, music, and other forms of entertainment, gaining popularity outside of South Korea.","The ""Korean Wave"" is a term that refers to the global popularity and influence of South Korean culture, particularly in the fields of entertainment (music, drama, film), fashion, beauty, and lifestyle. The phenomenon began in the late 1990s and early 2000s and has since become a significant cultural force globally.  The term ""Korean Wave"" is also known as ""Hallyu"" () in Korean, which literally means ""flow"" or ""tide."" It was first used to describe the rapid growth of South Korea's entertainment industry, particularly K-pop (Korean pop music) and K-drama (Korean television dramas), in the early 2000s.  The Korean Wave is characterized by:  1. Global reach: Korean entertainment content has spread rapidly across the globe, with fans from diverse cultural backgrounds enjoying K-pop, K-dramas, films, and TV shows. 2. Cultural exports: The wave has led to an increase in the export of Korean culture, including music, fashion, beauty products, and lifestyle trends. 3. Social media influence: The rise of social media platforms like YouTube, TikTok, Instagram, and Twitter has played a significant role in promoting Korean entertainment and connecting fans worldwide. 4. Cultural exchange: The Korean Wave has facilitated cultural exchange between Korea and other countries, fostering mutual understanding, appreciation, and collaboration.  Some notable examples of the Korean Wave include:  * K-pop groups like BTS (), Blackpink (), and EXO (), which have topped global charts and broken records. * K-dramas like ""Winter Sonata"" (2002), ""Boys Over Flowers"" (2009), and ""Crash Landing on You"" (2019), which have gained massive international followings. * Korean beauty products, fashion trends, and lifestyle brands, such as Innisfree (), Etude House (), and Laneige (), which have become popular globally.  Overall, the Korean Wave is a testament to the power of cultural exchange and the impact that South Korean entertainment and culture can have on a global scale.",06_Hallyu|06_Hallyu|06_Hallyu,1,,,,
exp4_weakmodel,llama3,fixed,similarity,1,X1,2,cross_lingual (lexical gap: Korean Wave <-> 한류),ko,06_Hallyu,answer_from_corpus,"한류(韓流, Korean Wave, Hallyu): 대한민국의 대중문화를 포함한 한국 관련 것들이 한국 이외의 나라에서 인기를 얻는 현상. '한류'는 1990년대 한국 문화의 영향력이 타국에서 급성장하며 등장한 신조어.",'한류'란 무엇을 가리키나?,"The document states that '한류' (Hallyu) initially referred to a phenomenon where Korean pop music began to spread rapidly overseas, particularly in North America, Europe, and Oceania. The term itself was not widely used until 1998, but similar expressions were used in Taiwan (""하일한류"", meaning ""Korean wave that blows like summer"") and China (""일진한류"", meaning ""a Korean wave with a strong foundation"").","A popular topic! 🎉  ""한류"" (Hallyu) is a Korean term that refers to the global spread and influence of South Korean culture, entertainment, and lifestyle. The term ""한류"" is often translated as ""Korean Wave"" or ""Korean Pop Culture.""  The concept of Hallyu emerged in the late 1990s and early 2000s, when South Korean pop music (K-pop), dramas, movies, and beauty products started gaining international recognition and popularity. Since then, Hallyu has grown into a significant cultural phenomenon, encompassing various aspects of Korean culture, including:  1. K-pop: Music genres like boy bands, girl groups, solo artists, and sub-genres like EDM, hip-hop, and R&B. 2. Dramas: Television shows, known as ""K-dramas,"" which often feature romance, comedy, action, or melodrama. 3. Movies: Korean films, including thrillers, rom-coms, and art-house movies. 4. Beauty and fashion: Korean beauty products, cosmetics, and fashion trends, such as K-beauty and K-fashion. 5. Food: Korean cuisine, including dishes like bibimbap, bulgogi, and kimchi, as well as Korean-style cafes and restaurants.  Hallyu has become a significant driver of cultural exchange between South Korea and other countries, particularly in Asia and the Americas. It has also contributed to increased tourism, trade, and economic growth for South Korea.  In summary, ""한류"" (Hallyu) is a term that represents the global spread and influence of South Korean culture, entertainment, and lifestyle, which has become a significant cultural phenomenon worldwide. 🌊",06_Hallyu|01_kpop_demon_hunters|01_kpop_demon_hunters,1,,,,
exp4_weakmodel,llama3,fixed,similarity,1,X2,2,cross_lingual (transliteration gap: Palme d'Or <-> 황금종려상),en,05_parasite,answer_from_corpus,"황금종려상 (Palme d'Or, 2019).",Which top prize did Parasite win at the Cannes Film Festival?,The document does not state it.,"Parasite won the Palme d'Or, which is the highest prize awarded at the Cannes Film Festival. It was directed by Bong Joon-ho and premiered in competition at the 2019 Cannes Film Festival on May 21, 2019.",05_parasite|05_parasite|05_parasite,1,,,,
